year	text	genre	author	location	winning
2024	Staring unblinkingly into the pleading, tear-filled eyes of yet another dame looking for me to solve all her problems, I sighed, stretched, scratched my whiskers, stuck my hind leg in the air and bent my spine at a 45-degree angle to reach down and lick my butt clean, then donned my fedora—Taco, Cat Detective, was officially on the case.	Crime & Detective	Gwen Simonalle	Grenoble, France	Dishonorable Mention
2024	It was a dark and stormy night; the rain fell in torrents—except at occasional intervals, when it was checked by a violent gust of wind which swept up the streets (for it is in London that our scene lies), rattling along the housetops, and fiercely agitating the scanty flame of the lamps that struggled against the darkness.	Dark & Stormy	Edward Bulwer-Lytton	Paul Clifford	Inspiration
2024	It was a dark and stormy night, or more specifically, a Tuesday afternoon in Ireland.	Dark & Stormy	Owen Roherty	Colborne, Canada	Winner
2024	It was a dark and stormy night, which makes perfect sense when you realize we’re on Neptune, with a mean distance from the Sun of 4.5 billion kilometers (or 30 astronomical units), and winds that howl at 100 meters per second, composed of mostly hydrogen and helium (and only trace amounts of methane), which is way better than Uranus, which stinks to high heaven.	Dark & Stormy	Jon A. Bell	Porto, Portugal	Dishonorable Mention
2024	“It’s a dark and stormy night, ladies and gentlemen, just the perfect atmosphere for the Monsters’ Ball, and look, here comes Mr. and Mrs. Dracula, both looking quite debonair and mysterious, and there’s Frank, the big guy himself, his neck bolts glinting during the lightning flashes, but I do have one piece of bad news and that is we probably won’t be seeing the werewolf tonight because, after all, it is a dark and stormy night.”	Dark & Stormy	Randy Blanton	Murfreesboro, TN	Dishonorable Mention
2024	It was a bright and sunny day; the heat beat down, with some relief from passing clouds which drifted gently across the sky (for it is in Southern California where our narrative takes place), bouncing off the rooftop solar panels and inciting the anger of passing conservatives continuing to deny the reality of climate change.	Dark & Stormy	Mary Laiuppa	San Diego, CA	Dishonorable Mention
2024	It was a dark and stormy night; the cats fell in torrents—except at occasional intervals, when they were checked by a violent gust of dog which swept up the streets (for it is in an extended metaphor that our scene lies).	Dark & Stormy	Lucy Petersen	Brisbane, Australia	Dishonorable Mention
2024	Sir Arthur Pendragon, High King of the Britons, son of King Uther Pendragon, nephew of King Aurelius Ambrosius, who was in turn the son of a long list of people who weren’t kings and thus don’t matter, only slept with his sister once, but boy did it come back to bite him in the ass.	Fantasy & Horror	Diana Murtaugh	Baltimore, MD	Winner
2024	Harry Potter was a happy eleven-year-old wizard who lived with two kind and supportive parents in Godric's Hollow because his parents hadn't been wimps and they had used the Killing Curse on Voldemort as soon as he stuck his big noseless face in their house.    	Fantasy & Horror	Ray Smith	Crowley, TX	Dishonorable Mention
2024	Not even my last hope, the herpetologist, was willing to officiate my marriage to my beloved Frog Prince, with his bulging overripe-tomato eyes, covered in milky film not unlike phlegm, his slimy appendages reminiscent of a toddler's sucked-on toes, and his lovely love-bites lovingly laved upon both my fingers and my houseflies without prejudice.	Fantasy & Horror	Sophia Wang	Nashville, TN	Dishonorable Mention
2024	Cthulhu awoke from loathsome dreams of gangrenous decay and the foul stench of congealing viscera, lifting his pulpy, misshapen head to find what foolish supplicant had roused him to yet another age of fear and creeping dread, but found his bloodthirst unslaked, having been brought to consciousness not by horror-filled screams of human sacrifice but by his little sister’s overly dramatic wail of “Cthulhu’s touching me!” from her side of the family station wagon’s back seat.	Fantasy & Horror	Eric Williamson	Nine Mile Falls, WA	Dishonorable Mention
2024	On an otherwise fine spring morning, Helga Tottentanz learned in an exceptionally hard way that, whatever they might’ve told you in hospitality school up in Cologne, as a serving wench in Mainz’s finest inn in 451 A.D., you don’t greet a battle-weary and obviously stressed general named Attila, fresh from crossing the Carpathians at the cost of ten thousand or so men, with an overly cheery “Hi, Hun.”	Historical Fiction	G. Andrew Lundberg	Los Angeles, CA	Winner
2024	Zenta the Australopithecine woman gently placed the egg into her homemade reed basket (leaving behind two of her fingers bitten off by the mother Archaeopteryx) and silently wished that one day a harmless, delicious, abundant egg-laying bird would evolve.	Historical Fiction	Greg Homer	San Vito, Costa Rica	Dishonorable Mention
2024	The year was 1302, and Richilde watched as her husband paused his work to take off his tunic, exposing his broad form, sweaty from his laboring in the heat—which would've been so much more exciting if her husband was something cool, like a ripped farmer, instead of a middle-aged balding scribe on his third attempt to write 'phenomenon' correctly.	Historical Fiction	Eline Lüschen	Groningen, The Netherlands	Dishonorable Mention
2024	Had Mrs. Reed just offered: "I could whip up a quick buffalo stew, some corn cakes, and maybe toss together a dandelion salad" instead of remaining silent, perhaps George Donner never would have followed up his "Anyone have any thoughts on dinner?" query with "Don't be shy—no idea is a bad idea."	Historical Fiction	Mark Meiches	Dallas, TX	Dishonorable Mention
2024	"The hell . . . ?" wondered Dread Lord Atunkhamen, awakening to find his sumptuous sarcophagus transformed into an airtight glass box and his hordes of groveling undead servants into a sea of snotty schoolchildren, bored museum staff, goggling tourists, and an endless sea of faceless smartphones.	Historical Fiction	Gwen Simonalle	Grenoble, France	Dishonorable Mention
2024	The road to Hell is paved with good intentions, and it was precisely this questionable choice of paving material, combined with the ongoing flight of middle-class demons from the urban center of Pandaemonium proper to more spacious brimstone-lakefront homes in its suburbs, that had produced the mess of closures, detours, and gridlock that were making Azazel’s commute this morning a living . . .  well, you know.	Odious Outliers	Alexandro Strauss	New York, NY	Winner
2024	As we unrolled our sleeping bags, the sickly-sweet notes of the old torch song “Smoke Gets in Your Eyes” played...	Odious Outliers	Bart King	Silverton, OR	Dishonorable Mention
2024	Ralf Smalborgson kept a small shop in Direperil, Minnesota, and his goods consisted only of medieval stringed instruments, lanyards and backstays, and some limited apothecary supplies, giving the store its uninviting signage: Lute, Rope, and Pillage.	Odious Outliers	Ciarán McGonagle	Derry, Northern Ireland	Dishonorable Mention
2024	Norman gazed searchingly into Susan's mesmerizing Windex-colored eyes, observing that her left eye was quite lighter than her right, more like a watered-down generic glass cleaner, probably at a dilution ratio of 1:3 which Norman predicted would definitely leave some streaks.	Odious Outliers	Leslie Muir	Atlanta, GA	Dishonorable Mention
2024	There were shadowy conspiracists behind every smoking volcano, and in all the dark corners of Washington, and hiding from the harsh glaring sunlight of the High Desert of California, but they were laughably easy prey when the Martian lizard people, the subterranean Vril-empowered mole-men, and the globalist pedophile Commies finally did show up.	Odious Outliers	David S Nelson	Falls Church, VA	Dishonorable Mention
2024	Harald grew up In a small church in which his parents were unusually active, involving him at an early age with services and potlucks and productions and outreach ministries, and in stark contrast to his best mate Dustin, who grew up in a small veterinary office, in a kennel between a surrendered Rottweiler and a confiscated caiman.	Odious Outliers	Jonathan P. Sanford	Gilbert, IA	Dishonorable Mention
2024	Hungover, Bethany walked out onto the deck of her Malibu Beach beachhouse, her pimento-less olive-green eyes scouring the sand below like two Brillo pads, while a thundering blitzkrieg continued hammering within her head like demolition wrecking balls repeatedly smashing against concrete walls while accompanied by the deafening salvos of the cannons from the 1812 Overture.	Purple Prose	Robert Wolf	Pittsburgh, PA	Winner
2024	Vera Windrush, ever the romantic, looked at the sea foam washed up on the shore, and imagined the life of some giant, seafaring marshmallow tragically cut short after being rammed by a Pacific Princess cruise liner.	Purple Prose	Art Ellis	Ottawa, Canada	Dishonorable Mention
2024	Chardonnay walked in with a swagger that could melt the chrome off a Studebaker (a pre-1954 one prior to the merger with Packard to form the Studebaker-Packard Corporation) and with a hip shrug that told everyone in the room that she meant business (not like the aforementioned failed merger); because she was, after all, the great-great granddaughter of Henry Studebaker (not one of his brothers Clement, John, Peter, or Jacob).	Purple Prose	Scott M. Fitzpatrick	Eugene, OR	Dishonorable Mention
2024	His burnt flesh sizzling like a burger on the grill, blood pouring from his wounds like an overshaken cola, and sweat as salty as French fries pouring down his face, John knew that after this mission was over, he was getting McDonald's for dinner.	Purple Prose	Matthew Holmes	Doreen, Australia	Dishonorable Mention
2024	Stepping outside just after dawn, Chef Billingsworth was pleased to discover that for once the morning fog was not as thick as pea soup...	Purple Prose	Mark Meiches	Dallas, TX	Dishonorable Mention
2024	Alas," he thought to himself, careworn eyes flickering over a veritable charcuterie of limp meats festering with metaphor, "Is bologna simply a hot dog that has lost its backbone, its form, its very ilk—flattened, beaten down into this wretched shape, a mere flicker of what it once was?"	Purple Prose	Annora McGarry	Granville, NY	Dishonorable Mention
2024	If broken hearts were made of simple syrup, and shattered dreams were made from white rum, and agony and despair came from ¾ ounce of lime juice, freshly squeezed, and three mint leaves respectively, then Mary Lou just served up a mojito cocktail straight from the ninth circle of hell when she told Ricky the baby wasn’t his.	Romance	Tony Buccella	Allegany, NY	Winner
2024	João Diogo Tiogo Pereira decided to walk down the cobblestone streets and past the azulejo-clad building façades to finally ask out the lovely Sara Catarina Custodio da Silva for coffees and pasteis de natas down at the local pasteleria, or maybe vinho do porto in a taberna swelling with fado music, with schist stone walls steeped in centuries of saudad . . . for our story begins in Portugal, which was probably not obvious.	Romance	Jon A. Bell	Porto, Portugal	Dishonorable Mention
2024	Like looking for a missing needle in a haystack (a scenario Belinda had never quite grasped because of the absurdity of having a needle in a haystack in the first place since no one does needlepoint in a barn), the futility of searching for exemplary qualities in her ex left her exhausted and exasperated.	Romance	Ann Franklin	Lubbock, TX	Dishonorable Mention
2024	Harvey’s eyes tracked the undulating sway of Betty’s hips, clad in hot pink leggings, clinging to her voluptuous thighs, each pocket of cellulite like magnetic orbs of fuschia-tinted bubble-wrap drawing him forward; gnarled hands poised to snatch just one glorious pop of forbidden flesh before Nurse Jones whisked him away for cribbage time at the Rough and Ready Nursing Home.	Romance	Debi Hassler	Central Point, OR	Dishonorable Mention
2024	Jane Hammerlink’s mane of auburn hair blew in the morning breeze like Seabiscuit’s tail passing the quarter pole; her eyes sparkled like the finest cubic zirconia; and her snow-white apron and ruby-red lipstick gave me a tingling sensation in the extremities that I had theretofore associated only with Flo from Progressive.	Romance	G. Andrew Lundberg	Los Angeles, CA	Dishonorable Mention
2024	After initially being cold and hard towards Jeremy, Sylvia finally began to thaw, and then slowly started to warm up to him, just a bit at first, but more and more the longer she basked in the heat of his yearning eyes; then, suddenly magically transformed, she  became steaming hot for him, melting at his touch, yielding her softness to his hungry hands—and so, he devoured her, savoring her oozing delights and consuming every morsel of her lusciousness—after which Jeremy leaned back, totally sated, and began to consider what he should  name his next batch of frozen chocolate chip cookie dough.	Romance	Mark Meiches	Dallas, TX	Dishonorable Mention
2024	Her raven hair, ruby lips, sensuous jaw, and luminous pearly teeth would all be perfectly preserved—Jacques desperately hoped—by an expertly honed blade and carefully positioned guillotine basket.	Romance	Mark Watson	Chapel Hill, NC	Dishonorable Mention
2024	"I do enjoy turning a prophet," said Torquemada, as he roasted the heretic seer on a spit.	Vile Puns	A. R. Templeton	Stratford, Canada	Winner
2024	The Ad Exec licked his Cheops, contemplated his latest pyramid scheme to win this year's advertising award, “I am not in de-nile and deserve a Clio-patra on the back for this and tut tut to anyone who says otherwise."	Vile Puns	Peter Buckley	Rockville, MD	Dishonorable Mention
2024	Minnie was a short order cook with big ties to organized crime and sought respect within the Family, hoping to impress the Godfather, Don Knotz, with her signature dish, a succulent filet mignon, but the meat was stored on the top shelf of the massive walk-in freezer and, in the end, the steaks were just too high.	Vile Puns	Donald J. Hicks	Manchester, NJ	Dishonorable Mention
2024	As the sun broke the horizon on the windward coast of Kauai, Dave Barrett, pleased with himself for setting a 5:30 alarm even with the jet lag from the flight out of Newark the day before, parted the drapes and shouted “Dawn ho!,” alarming the legendary Hawaiian lounge singer who was brewing his morning cup of Kona in the condo below him.	Vile Puns	G. Andrew Lundberg	Los Angeles, CA	Dishonorable Mention
2024	After thousands of years ruling the netherworld, the Devil was starting to show his age . . . and though it honestly didn't bother him that his horns were a bit less pointy, his wings a bit more droopy, and his fangs a bit less sharp—if anyone mentioned he was losing his hair, there would be hell toupee. 	Vile Puns	Mark Meiches	Dallas, TX	Dishonorable Mention
2024	"My laddies may not be the fastest sugar cane harvesters," Fergus confessed, "but they're not as slow as my lasses..."	Vile Puns	Mark Meiches	Dallas, TX	Dishonorable Mention
2024	Even a lone ranger has to adapt to changing times, so with unemployment running below two percent, when Tonto announced that he was finally quitting the pro bono law enforcement game to get his real estate license, the closest an aging John Reid had been able to come to replacing his trusty Indian companion was Ganesh Sarvapindi, a fair shot and a so-so horseman with the annoying habit of referring to his new boss as “kemo sahib.”	Western	G. Andrew Lundberg	Los Angeles, CA	Winner
2024	Tucker Hughes was a cowboy born and bred—his grandfather free-grazing in the shadow of the Bitterroots, his father homesteading the Bar XZ east of Great Falls, and young Tucker barrel racing and running Angus from his grade-school days —but as he gazed across the prairie on this autumn day in 2031, the now grizzled rancher figured he was finally looking at the end of the American West, all thanks to the gnomes of Silicon Valley and their damned self-driving cattle.	Western	G. Andrew Lundberg	Los Angeles, CA	Dishonorable Mention
2024	Fighting injustice in the Southwest Italian dairy cow farming region fell to the cheese-rind masked man of mystery, the Provolone Ranger.	Western	Mark Meiches	Dallas, TX	Dishonorable Mention
2024	Durango knew the townsfolk were all peaceful, simple farmers, knew none of them could shoot a gun, knew Chaga's murderous gang was on its way, and knew defeating them was all but hopeless—but Durango also knew he had to stay, because he was moral, and he was brave, and he wasn't very bright.	Western	Mark Meiches	Dallas, TX	Dishonorable Mention
2023	She was a beautiful woman; more specifically she was the kind of beautiful woman who had an hourlong skincare routine that made her look either ethereal or like a glazed donut, depending on how attracted to her you were.	Grand Prize	Maya Pasic	New York, NY	Grand Prize
2023	It was a sunny day in Los Angeles, hot and bright, and I was in my office, playing Mahjong against myself and losing, when she walked in, 120 pounds of dynamite, a blonde with legs that began at her ankles and ended in trouble.	Grand Panjandrum's Special Award	Daniel Bradford	Lexington, KY	Special Award
2023	The man squinted his eyes as the blistering cold winds battered his rugged face, his eyes darting about, desperately hoping, daring to dream that amidst the frozen wasteland, he would find the last Klondike Bar that he had hidden in his freezer.	Adventure	Oliver Mauser	Jacksonville, FL	Winner
2023	If there’s a snake in your boot, you dump it out by the creek, and if it’s got feathers, you dump it out in the creek, and if it’s talkin’ at you, you dump it out gently and apologize and keep an eye out for the mama dragon, and tarnation these city slickers don’t know the first thing about stayin’ alive out here.	Adventure	Mara Lynn Johnstone	Santa Rose, CA	Dishonorable Mention
2023	He gasped as the giant airship pushed itself through the fog over New York harbour, like a bosom emerging from an open blouse, and he realized his evening was going to turn into a hell of a night.	Adventure	Keith Martin	Westport, Mayo, Ireland	Dishonorable Mention
2023	As Snow White met with her new, cheaper, replacement dwarfs for the first time, shaking hands in turn with the likes of Sweaty, Greasy, and Flabby, aptly named identical twins Grabby and Gropy, and proud owner-of-a-joy-buzzer Scabby, she found herself wondering if the savings would prove to be worth it, and she was about to learn why the others were so afraid of the seventh new dwarf, the oddly named Uzi.	Children's & Young Adult Literature	David Snook	Berkeley, CA	Winner
2023	Mrs. Little, if truth be told, was not surprised in the least that her child looked like a mouse, as Mr. Little not only had beady little eyes and whiskers, but his fingers and toes were extraordinarily long and thin and often made her squeal, and not in a good way.	Children's & Young Adult Literature	Tamra Andrews	Spicewood, TX	Dishonorable Mention
2023	After the unfortunate events involving the wicked stepmothers of Cinderella, Snow White, and Hansel and Gretel, the city council set out to ban all men from remarrying until further notice.	Children's & Young Adult Literature	Ezra Greenhill	Portland, OR	Dishonorable Mention
2023	"Ahhhhh sugar, sugar," and "ahhhhhhhh honey, honey," and "you are my candy, girl," screamed the scheming and now terrified parents of Hansel and Gretel as their unwanted children returned home and descended upon them, armed to the teeth with only the finest in German confectionary-based weaponry.	Children's & Young Adult Literature	Harry Katz	Ashland, VA	Dishonorable Mention
2023	Having attended Oktoberfest, taken in the beautiful foliage of New England, gone apple-picking, roamed through a corn maze, and visited a pumpkin patch, one thing was certain—Humpty Dumpty had a great Fall.	Children's & Young Adult Literature	Mark Meiches	Dallas, TX	Dishonorable Mention
2023	For the third time this week, Lassie dragged Timmy from the well, and while she performed CPR wondered when the Martins would have the good sense to connect to the public water supply instead of living in their libertarian fantasy-world of self-reliance.	Children's & Young Adult Literature	Joel Phillips	Weston Trenton, NJ	Dishonorable Mention
2023	Determination and desperation make for a winning recipe, I thought as I watched Katmess Everclean, with her murky brown eyes sparkling with determination and her grip around her trusty plunger tight with desperation, approach the clogged toilet that stood between her and being crowned victor of the 74th Plumber Games.	Children's & Young Adult Literature	Mugdhaa Ranade	Mumbai, India	Dishonorable Mention
2023	The witch received few visitors, residing deep in the haunted woods and all, so her culinary skills were rusty, and she wasn't about to be busted not making dinner from scratch, so she disposed of the empty box of “Brat Helper,” threw Hansel and Gretel into the oven, and hoped like Hell the witches coming for dinner wouldn't notice the difference.	Children's & Young Adult Literature	John Tracy	Palm Desert, CA	Dishonorable Mention
2023	The tall, slender seductress had Tom Pauley wrapped around her little finger, and she had James McGee hanging from a necklace, but the police were still waiting for the lab results to determine whose body parts she had used to make her earrings and that stunning tennis bracelet.	Crime & Detective	Julian Calvin	Atlanta, GA	Winner
2023	Elsie was seated by the window overlooking the deserted boardwalk (the crime scene in this saga) holding the hand of her beloved Jeremy (the soon-to-be unwitting accomplice), when George (who you will soon learn is the murderer), suddenly opened the door to their cozy loft holding a cup of coffee and said, “This cup is for you, Elsie” —and this cup would of course be her last . . . but you do not know any of this yet.	Crime & Detective	Frederick Ankowski	Santa Monica, CA	Dishonorable Mention
2023	John was a police officer, and Mary was a serial killer, and just like that you think you know how that’s going to end, don’t you; well, John lived in New York and Mary lived in London, and they were both moderately afraid of airplanes, so I bet you’re not feeling like the brightest crayon in the box right now.	Crime & Detective	Gloria Glau Burkstaller	Rome, Italy	Dishonorable Mention
2023	Chief Homicide Inspector Gerald “the Bloodhound” McLean regarded the list of victims —a corporate litigator, an investment banker, a hedge-fund founder, and a Tony-winning playwright —and wondered what he could make of their only identifiable connection: membership in the long-dispersed punk rock band John Vomit and the Leather Scabs, rare copies of whose only record, “Picked Off the Litter,” now traded hands for a thousand bucks a pop on eBay.	Crime & Detective	G. Andrew Lundberg	Los Angeles, CA	Dishonorable Mention
2023	Officer Meyer Briggs burst into the bedroom and saw Professor Rorschach standing over the body of his mother, bloody knife in hand; "I swear it’s not what it looks like!" Rorschach exclaimed.	Crime & Detective	Justin C. McCarthy	Cranston, RI	Dishonorable Mention
2023	She waltzed into the place like a spring thaw, all flushed and bursting with promises of warm and cloying things to come but I stopped her in her tracks with a dream-grounding "This is a detective agency sweetcakes, not a dance studio."	Crime & Detective	Larry Nixon	Qualicum Beach, Canada	Dishonorable Mention
2023	Under the skewering stare of DI Jack ‘Robin’ Redbreast, the culprit’s wits scattered like a patina of rain-startled spiders, leaving his fraught denials as nakedly unconvincing as Mick Jagger in a movie role.	Crime & Detective	Tom Prentice	Dublin, Ireland	Dishonorable Mention
2023	The second she stepped into my office I knew she was Trubble, Sarah Trubble, she was wearing a name tag and I’m a detective.	Crime & Detective	Phil Saunders	Barrie, Canada	Dishonorable Mention
2023	It was a dark and stormy night; the rain fell in torrents—except at occasional intervals, when it was checked by a violent gust of wind which swept up the streets (for it is in London that our scene lies), rattling along the housetops, and fiercely agitating the scanty flame of the lamps that struggled against the darkness.  	Dark & Stormy	Edward Bulwer-Lytton	Paul Clifford	The Inspiration
2023	Time was passing as slow as a snail on Valium as I waited on this dark and stormy night, for the taxi I called, that would probably never come to this wretched street where the waterfront serial killer had, in the past year, strangled nine women, two cats and a parrot, but that is another story.	Dark & Stormy	Fred Mason	Evansville, IN	Winner
2023	It was a dark and stormy night at the harbors of Sydney, where wind whipped the seawater across the docks and the torrents of rain soaked everything that the waves could not reach, but luckily for James Tyche this story begins at a beach in Southern France, where it was currently day and James was gradually developing a healthy tan and less healthy sunburn.	Dark & Stormy	Robin Alberts	Ludenscheid, Germany	Dishonorable Mention
2023	It was a dark and stormy day easily confused as night (for it is December in Svalbard that our story lies) and probably not helped by all the Julebokk we had drunk, but when in Svalbard . . .	Dark & Stormy	Bill Anderson	Dublin, Ireland	Dishonorable Mention
2023	It was a dark and stormy night when I decided that opening was far too clichéd for my erudite, scintillating novel, so I withdrew my indispensable, adroit thesaurus and compelled my readers to penetrate a tenebrific, aphotic, tempestuous, acrimonious nightertale.	Dark & Stormy	Jaya Basu	Chestertown, MD	Dishonorable Mention
2023	It was a dark and stormy night and a fell wind whipped off the black moors of Llakcuf, and drove squalls of rain along the twisting streets of grim walled Ffokcuf (built in days of yore to repel the savages and heathens &tc.) where dark—or at least very poorly lit—deeds abounded in the low places of sin and iniquity, much like any other university town on a Saturday night.	Dark & Stormy	Hazel Beaton	Swindon, England	Dishonorable Mention
2023	It was a Dark ‘n Stormy night; the rum fell in torrents—except when it was checked by an equal, if not more substantial, measure of ginger beer (for it is in a highball glass that our drink lies), accented with a hit of lime juice from a well-placed wedge, and perhaps a dash of Angostura bitters, though that is at the bartender’s discretion and certainly not required.	Dark & Stormy	Allison Bryski	Durham, NC	Dishonorable Mention
2023	It was a dark and stormy night a few weeks before this story began, and since ‘damp and drizzly’ and ‘slightly breezy’ aren’t very atmospheric, let’s fudge the dates and start there instead.	Dark & Stormy	Vanessa Bullock	Earby, England	Dishonorable Mention
2023	It was a dark and stormy night and the bitterly cold wind bit into her old bones like a chainsaw, the feeling of which she remembered sharply from the time she used one on her left arm to be excused forever from high school gym class.	Dark & Stormy	Judith W. Hughes	Bremerton, WA	Dishonorable Mention
2023	It was a dark and stormy night and, having only cans of chili, corn, and sauerkraut in my meager larder, I mixed my supper, knowing that if the electricity went out I, at least, would have gas.	Dark & Stormy	Michael Karasik	Novato, CA	Dishonorable Mention
2023	In obedience to the Thousand-year Mandate of Hawksrealm, following the prophecy of Glenfrik the Morrowsayer, Klagnar and his (thus far) loyal Deathsword Warriors journeyed countless skyturns across the Burning Plains of Hellsplat and the Great Eastern Doomsea to an immense, shining folkshive that more or less resembled Fresno, but with a more genre-appropriate name.  	Fantasy & Horror	Drew Herman	Midlothian, VA	Winner
2023	Draxyl’s breathing quickened—finally, in his hands he held the Sacred Jewel of Grondor, the key to the legendary Chamber of Secrets, the icon that so many had died for, and the perfect gift to win the heart of his beloved; the question now was how to fit all those things into his pockets without the shopkeeper noticing.	Fantasy & Horror	Dave Agans	Wilton, NH	Dishonorable Mention
2023	The townsfolk were approaching the castle holding flaming sticks ready to express their displeasure with the monster that the scientist within had supposedly created from various cemeteries in the area, and as the crowd got within sight of the castle, bloodcurdling screams filled the night because the flaming sticks they carried were too short and the flames were now burning their hands.     	Fantasy & Horror	Randy Blanton	Murfreesboro, TN	Dishonorable Mention
2023	Grunchkukk The Vile couldn’t believe that the 250-year-old Frodo Baggins was still alive, after he had dealt him countless blows with his iron-spiked Dwarf-death orb, slashed him to ribbons with his Elf-shredder axe, and run him through with his Goblin-cleaver, until he remembered his Orcmother had once told him “Old Hobbits die hard.”	Fantasy & Horror	Erin Martin	Orlando, FL	Dishonorable Mention
2023	None of the soldiers, their reddened faces wet from boutonnière squirts, their bodies covered in feathers hurled from buckets, wanted to admit the 102nd Clown Infantry Division had routed them at the Battle of Little Big Top.	Historical Fiction	Brent Guernsey	Springfield, VA	Winner
2023	Congratulations, dear Trojan soldiers: you are the lucky winners of the latest model Wooden Horse Supreme 2000; you can redeem your gift by opening the doors of the city and bringing it inside, but hurry— the offer ends at sunrise.	Historical Fiction	Gloria Glau Burkstaller	Rome, Italy	Dishonorable Mention
2023	My dead mother, or so she told me, was five clicks from Omaha Beach when the sky exploded into a virtual rainbow of skittle colors after the overnight rain permitted the Teutonic sun to struggle through the eastern mist where the Germans lived amongst their bratwurst, beer, Gesundheits, and Auf Wiedersehens.	Historical Fiction	Gary Funk	Sacramento, CA	Dishonorable Mention
2023	Quintus Arias, along with many other Romans, came out of their hiding spots to observe the multitudinous bolts of burlap which festooned their city and glimpsed the tail end of the retreating Goths, concluding that as far as sackings go, this could have been a helluva lot worse.	Historical Fiction	Rob Greer	Queen Creek, AZ	Dishonorable Mention
2023	Buford The Bold was the last descendant of the proud Bold family and was particularly proud of how he chose to keep “The,” his father’s middle name.	Historical Fiction	Marc Luban	Chicago, IL	Dishonorable Mention
2023	The silver monkey, high atop the forest canopy in this stifling Mesoamerican landscape, loomed like a cloudy misty doom-shadow, and he was raining down papayas and feces onto the first wave of Conquistadores, hoping against hope that he and his furry comrades could forever block despoilment, narcoterrorism, exploitation, forced collectivism, constant currency devaluation, and a pitiful diet of corn, corn, corn.	Historical Fiction	David S. Nelson	Falls Church, VA	Dishonorable Mention
2023	She was just like Greta, who’d poisoned her family, burned down my house, bombed six countries, and used a gun on anyone she wanted: short.	Purple Prose	Frederick Ankowski	Santa Monica, CA	Winner
2023	When he dove in, he appeared lithe and slippery, like a fish, but the way he swam was labored and rife with splashing, like a fish who's been hooked one too many times and now has motor function issues.	Purple Prose	Charis Adkins	College Station, TX	Dishonorable Mention
